Chip Run Info,C:\Users\eva\Documents\PCR\Result\KJP\140506EES humsc y112\ChipRun.bml,1131292161,48.48 (113x),GE 48x48 Fast PCR+Melt v2,ROX,EvaGreen,2014-05-06 17:25,00:30:20,BIOMARKHD151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Y112A4,12.85083631,13.34887963,999,999,999,16.36492667,21.66275967,12.96137797,12.3567285,20.20442763,999,999,12.96574651,999,999,999,999,999,999,13.89538879,999,999,17.3254367,999,15.92228339,999,14.42725716,999,14.9360999,22.63653515,999,13.11472573,999,16.7100962,16.97494227,13.71930076,999,13.69114967,999,999,14.75876888,10.50587932,999,14.54102292,999,999,17.60553582,13.55397597
5,Y112A5,13.4475692,14.65136992,999,15.92579438,16.80094291,999,16.07132267,12.43723733,13.27287622,999,999,999,13.20082629,16.45287238,25.51789816,999,16.54955412,999,999,15.02457075,999,999,999,14.98997384,999,999,13.88329014,999,15.63212125,17.66620327,17.76086826,13.74787626,999,999,16.35760062,13.0155617,18.14119034,15.1536703,999,999,14.42365035,9.673599363,999,12.63695308,999,16.0142228,999,12.70466895
6,Y112A6,14.67811705,14.87789801,16.46244489,999,999,15.33896494,17.70904214,16.53272865,13.68257061,999,15.38230046,22.51412661,12.78563628,16.25127178,25.53883291,999,999,16.18174797,999,16.18262962,999,999,999,13.30626199,15.32033455,999,14.19569043,999,16.96775281,999,999,12.95561567,16.89398712,999,15.45656008,14.9862202,16.79382598,15.69437403,999,999,15.67786427,11.25638365,16.57502173,15.91138573,17.22383285,999,999,14.3326678
7,Y112B1,14.75852472,16.81481952,15.63066746,16.83612697,999,999,17.05694843,13.7165839,12.16249749,999,14.85535787,999,13.91566816,15.97435889,999,999,999,999,999,13.62529032,999,999,999,11.61108766,16.70659367,999,14.44133101,999,999,999,19.43597872,14.23203732,999,999,12.90936033,12.50639374,14.96497242,14.3087051,999,999,999,9.598725928,15.70478226,13.49478616,999,999,999,13.00074361
8,Y112B2,13.18516568,15.71207745,15.71511939,999,17.02626138,999,16.56381938,13.02378214,13.09937109,999,17.68983313,999,13.58745497,14.62807288,999,999,17.20106644,999,999,16.62588061,999,999,999,16.48190244,16.98958761,999,13.9231939,999,14.49817479,16.6710394,17.20836285,999,999,21.17655334,14.69334912,14.74849715,14.70340856,14.04960343,999,999,999,10.58311777,14.01919497,14.00036105,23.63120157,999,17.01708676,12.43846862
9,Y112B3,15.06405858,14.89218976,15.62822773,999,999,999,15.93211645,13.48618882,12.89158407,999,999,999,12.94414612,16.18144001,24.69528668,999,999,999,999,15.58139782,999,999,999,17.29642932,999,999,15.12649342,999,11.75666273,17.30807667,16.50244184,14.66494007,999,16.30228273,999,14.61876957,16.80135804,14.79747846,999,15.14115233,999,8.678576325,15.15695598,13.95844821,17.56535719,999,999,13.46385903
10,Y112B4,14.02710249,14.06538096,14.21292162,999,15.83933416,14.86076987,15.58926268,13.28578202,12.8151856,999,999,999,14.53759684,15.22514765,25.16635947,999,999,16.52076828,999,16.20999474,999,999,999,16.40519529,15.44862933,999,14.70363671,15.26969982,15.62706878,16.84787895,999,12.82112365,15.80664713,17.27754969,13.28741748,13.51190237,15.04865181,13.93389952,999,999,999,10.06770249,15.54801478,12.88456127,16.21079833,15.38764635,999,13.05352868
11,Y112B5,13.85030836,13.73653471,15.72034386,999,14.13019505,999,15.90240252,12.56285469,12.64306058,999,999,15.40774685,13.76341158,15.18909441,999,999,999,999,999,13.7960335,999,999,16.83497861,999,15.72141985,999,13.36519644,999,11.19413565,19.582218,999,14.90960204,999,999,14.85493724,13.74093188,16.67155273,999,999,999,16.56817421,11.60211507,15.92469683,14.71249528,999,999,999,13.45867559
12,Y112B6,12.62969895,14.60999649,16.67508935,999,999,999,17.5865504,14.87152676,12.3196462,999,999,999,13.99371676,16.18549466,26.07152414,999,999,999,999,15.84861004,16.76798804,999,16.02335069,10.72928865,15.51791643,999,14.38512326,999,999,999,999,16.72806883,999,17.31593967,13.68551855,13.19349851,999,14.23656015,999,999,16.61162916,10.07644365,999,15.26355335,999,999,999,12.52597985
13,Y112C1,13.53845897,17.91448467,999,999,18.43538295,999,15.74411488,14.19675046,13.3280705,999,999,999,14.42584599,15.49169326,999,999,999,999,999,15.09101065,999,999,999,13.4334938,15.79743363,999,999,16.35677114,13.56677317,999,16.81509694,15.84941646,999,19.64628091,999,14.40934421,16.53546585,16.77519224,999,999,999,11.15381834,18.31565504,15.26620295,19.51357643,999,999,14.85709076
14,Y112C2,13.3495677,13.88053549,16.01448753,999,999,16.35055029,15.94982962,13.12804532,14.18705622,999,999,999,13.75301448,16.12176406,999,999,999,16.37160366,999,16.91418802,999,999,17.22885075,13.66274123,15.04925997,999,21.23817036,999,15.67003139,17.68259479,18.17626226,12.27673065,999,20.96424738,15.14793563,13.44670308,14.88338767,14.53005522,999,999,999,10.2555639,13.99500685,15.45975262,14.65419914,999,16.07403177,13.61546071
15,Y112C3,13.92537961,16.69220023,15.30092655,999,999,999,15.36895747,12.48569575,11.92745429,999,999,999,13.52454275,12.78436446,24.94308887,999,999,999,999,14.40029645,999,999,16.2981945,11.39718458,14.18722358,999,18.96401408,999,16.44775402,999,999,13.10713305,16.56084771,19.63211596,16.19437201,13.13432172,16.60664834,15.84124092,999,999,999,10.15292367,999,14.5360136,999,999,999,13.87486622
16,Y112C4,12.86272741,15.64544544,999,999,15.81510996,15.34148164,999,13.49773814,13.2030909,16.3458009,17.25018385,999,13.21949529,14.97548845,25.15046872,999,15.75084776,999,999,14.26831597,999,999,16.48402589,13.49280873,14.38017763,999,15.12048433,999,12.14422005,999,999,14.77810896,15.19680139,17.0041523,14.57330712,14.16807418,999,14.687318,999,999,999,11.16994734,14.14694552,13.94483171,20.80176667,999,999,14.67593394
17,Y112C5,12.27010814,15.21869092,16.34099964,999,17.11004167,16.74291142,16.05802358,14.60136567,14.18187244,999,15.27635941,999,15.91993363,15.69158491,999,999,999,999,999,14.26738352,999,999,999,13.7845103,14.95616815,999,20.07665379,999,11.46335343,999,999,14.21668218,16.55395869,19.54933859,13.27229355,13.677009,16.54289787,999,999,999,999,11.32303027,16.45815521,13.87100735,999,999,999,14.24403685
18,Y112C6,13.84074023,15.96272813,15.5126705,999,16.35912149,16.53162413,999,15.21637335,15.22038984,999,16.07236057,999,14.86373588,999,999,999,999,999,999,999,999,999,13.47478405,999,999,999,999,16.69053893,8.563163878,999,999,999,999,17.74335251,999,13.48805596,999,999,999,999,999,10.81714068,14.66332529,999,19.52476054,999,15.78124701,999
19,Y112D1,13.25469162,15.53855711,15.23624589,999,16.60716067,999,16.15657266,13.71890566,12.10784666,999,14.57045414,16.12360192,14.1700415,16.05274257,23.84223354,999,999,999,999,15.87016575,999,999,999,13.95262768,14.97233307,999,19.5343824,999,15.22018779,17.00648716,999,14.27528875,999,17.39436835,13.81608955,13.04483911,999,999,999,999,16.58010866,10.88043195,999,999,999,999,999,13.16618634
20,Y112D2,13.05077485,13.11984391,999,999,23.40492336,16.86765661,15.32947235,12.89243043,12.48105117,15.1225227,999,999,17.53386279,15.90090563,999,999,999,999,999,16.54945581,999,999,18.86561687,999,15.01703462,999,14.4579176,999,16.04214012,999,16.27278179,13.56383224,999,15.36871879,16.77444422,13.3540825,999,14.87262168,999,15.53790933,999,11.11666321,14.6635194,15.52812598,18.83496954,999,999,13.37037383
21,Y112D3,12.86914694,13.65021008,15.93231167,999,15.25282265,999,15.21754911,13.50333513,12.35783433,999,17.74401815,999,14.61064095,14.4253766,999,999,17.40147078,999,999,14.47203544,999,999,16.51126087,12.32229284,999,999,15.59167224,999,14.29762687,17.3349693,15.893823,13.52168675,16.11134994,999,12.82863027,12.45924555,999,999,999,15.6536286,14.70022693,9.799934428,14.44111139,14.27585264,16.14435813,999,999,12.43472602
22,Y112D4,12.84396725,13.59374162,14.78543745,999,16.55035457,999,14.2262244,12.79967473,11.51499711,999,999,999,12.0683301,13.60520956,999,999,999,999,999,14.40610477,999,999,999,14.76142072,14.5816066,999,12.80784879,999,13.25376575,999,999,11.96236358,999,999,12.77369777,14.3344492,14.4007221,12.6680607,999,999,15.52301398,10.49133512,13.65434613,13.00557301,999,999,999,12.38785535
23,Y112D5,12.43682474,12.78710213,15.04207474,17.22805519,15.47813604,20.13757803,16.45121242,12.86528352,13.65978749,999,999,999,13.42452832,20.30865055,999,999,999,999,999,13.89955804,999,21.01730178,17.45452417,15.23664835,14.52964682,999,15.3070907,999,15.84245348,999,999,13.32247234,999,16.0280171,13.63321995,12.89083975,999,14.95284057,999,999,999,10.30329895,16.15801372,14.61949236,999,999,999,13.34979939
24,Y112D6,13.27511853,15.40759106,17.30410164,16.20698358,15.14186462,15.72831762,16.22042086,13.38734523,12.17904324,16.61462697,999,999,15.80009017,16.20316297,999,999,999,16.39532641,999,15.55957848,999,999,999,999,14.68988139,999,15.33551825,999,15.80946026,22.19659714,16.74683289,12.62007925,999,15.93585363,14.15422822,13.4702085,999,14.11578176,999,999,15.21955696,10.36354208,16.2302432,16.50500941,20.59155984,999,999,13.85849145
25,Y112E1,12.18065963,15.64347258,16.44533642,999,999,16.43753435,17.18719132,12.60916438,11.70250586,999,999,999,12.50460284,999,999,999,999,999,999,16.15986241,999,999,17.2184621,999,999,999,15.55333695,999,999,999,999,11.88796058,999,15.23475253,13.14495481,12.80173486,13.61463654,999,999,999,14.7977949,9.624009388,15.13487363,13.22376835,999,999,17.07792724,13.08917395
26,Y112E2,12.88769416,12.84263295,22.53407856,999,20.42050459,14.59889218,15.62921785,12.24113952,12.03303307,999,22.89466336,999,14.12154342,14.04679709,999,999,16.16725315,999,999,17.34106135,999,999,999,15.26638953,13.69365214,999,15.35802227,999,12.40743973,17.16027561,15.69297865,13.29551187,999,999,13.26360113,12.72261225,999,14.25778617,999,999,14.43095127,9.658117275,13.50530856,12.86474083,999,999,999,11.89975785
27,Y112E3,12.86174098,15.43202007,15.19051505,999,15.31593887,999,16.93387204,12.95307138,13.24742013,14.78403858,999,999,13.19719211,999,999,999,999,999,999,14.69706619,999,999,16.31378316,12.72761631,14.82141293,999,999,999,11.37271595,16.67668052,999,14.73927082,999,999,12.95058782,13.21297091,999,15.99050493,999,999,16.34459031,11.99292311,14.46825118,15.60316507,999,999,999,14.08008201
28,Y112E4,12.28918793,13.38551728,999,999,16.66254386,999,17.13560386,12.61007651,12.63999398,16.14540417,999,999,12.46943835,15.28435235,999,999,999,999,999,13.22548441,999,999,999,14.70117327,16.12342975,999,14.06706352,999,13.09193866,16.00537174,999,12.73443086,999,999,12.79678738,12.45777212,15.06230185,15.72215904,999,999,999,10.01850645,13.31249175,13.38563139,999,999,999,15.23000933
29,Y112E5,12.89313669,14.68763711,999,16.16193716,15.96374115,999,999,13.37581149,13.68838313,17.35142548,999,999,999,14.94088498,24.87372969,999,999,999,999,14.98834024,999,999,23.81583693,14.20159726,999,999,19.01730486,999,14.16064257,16.71279753,999,13.0412698,999,14.22611241,19.38121185,13.41611021,14.94670961,15.01580497,999,16.82229684,999,11.32548399,15.85385863,13.54296278,17.14203318,999,999,12.89582089
30,Y112E6,13.11752987,14.65318913,15.98312437,999,15.75903561,16.4923661,15.01796171,13.20273485,13.25003117,16.12291781,999,999,12.76541751,15.56481341,999,999,16.04956412,999,999,13.55086231,999,999,999,15.32095393,15.2737373,999,15.86579791,999,12.25862202,999,999,12.53967273,999,16.79276983,14.85488636,15.78723128,17.3210185,13.53323881,999,999,15.32038828,9.451872966,16.15276954,13.32643589,13.29964945,999,999,12.03007039
31,Y112F1,12.50693565,14.10453177,14.94053369,999,999,999,15.60766877,12.63789136,12.11707117,999,999,999,13.79564085,999,999,999,999,999,999,14.25551142,999,999,999,11.79615212,13.47732612,999,15.69306487,999,15.91742747,19.76689797,17.38314656,12.91859318,999,16.04428144,11.92654524,12.83399242,999,999,999,999,15.35906957,10.37157125,13.98994489,13.32108589,999,999,16.0757516,12.97049706
32,Y112F2,11.9206466,13.26535108,13.71665418,999,999,14.62716859,16.59540753,13.81994555,12.1090503,999,999,999,12.0409551,14.35006844,999,999,999,16.64018416,999,14.12859002,999,999,999,999,14.94787295,999,14.361634,999,15.44905486,16.06535618,999,13.45041644,999,23.59890229,13.97862194,13.23518198,15.40544049,13.85890483,999,999,16.31573969,9.923209736,14.78830218,14.1689702,999,999,999,13.28565981
33,Y112F3,12.79041917,15.39743805,15.32124062,999,20.90908547,999,999,12.51866291,13.25399113,999,999,999,14.51878144,15.98821144,999,999,999,999,999,18.01006469,999,999,999,10.36215458,999,999,999,999,15.62774368,15.65649925,999,15.1793922,999,17.97030261,13.93593991,13.90693066,999,15.99940804,999,999,16.64459165,11.41702806,13.40003266,13.67584009,24.31573837,999,999,13.21606062
34,Y112F4,12.92834613,14.11383936,16.26751821,15.00536152,999,20.64380274,15.38486474,11.87848688,12.10563867,14.57317533,999,999,12.37437672,13.44920908,999,999,999,14.2495162,999,13.90377695,999,24.97147095,15.4681709,999,13.88551764,999,999,999,999,18.23842082,16.31910314,12.82515762,999,14.69373089,14.30613408,10.98570626,999,13.63250145,999,999,16.41771048,8.174117386,11.74665102,13.47147341,22.12932421,999,999,12.49096981
35,Y112F5,13.10982149,13.49177729,999,17.04760667,999,999,15.50903851,13.47724663,13.46724694,999,999,16.92780455,12.51481518,15.15063772,999,999,999,16.87692124,999,15.72728479,999,999,999,10.87885464,13.55370155,999,13.7431767,999,16.14534731,16.51149318,14.95554866,13.0897273,999,15.41920595,15.62143512,12.61410027,14.2891622,14.89245743,999,999,999,10.17560953,13.97002102,12.71548106,999,999,15.91389868,12.52608586
36,Y112F6,15.42829827,14.67547576,999,999,16.73605428,15.70509219,24.53897212,13.79642931,14.53447697,999,15.85101605,18.13565723,13.8347855,14.64334448,999,999,999,15.34674515,999,13.89257007,999,999,999,999,15.73621172,999,999,999,15.34728166,16.98987045,999,13.45123572,999,999,999,13.50931593,14.77890378,999,999,999,999,10.16515027,13.09198631,13.98258155,999,999,999,13.12441257
37,Y112G1,13.77295983,13.45205611,999,999,999,14.6078206,17.05091665,12.5227813,13.56768507,999,999,999,13.08682783,14.74801215,999,999,999,999,999,14.48276324,999,999,15.68063492,11.4075375,15.33309814,15.22215007,14.24634235,999,999,16.70095394,999,14.27514642,999,15.33216811,999,12.664737,999,16.14768474,999,999,999,9.242036017,14.17749979,13.77532574,15.11779798,999,999,12.89995335
38,Y112G2,12.09204822,16.63468651,15.53346536,999,999,16.54954703,15.78272917,14.49696842,12.93453151,999,999,17.05781966,14.57390853,14.90910228,999,999,15.64124259,999,999,16.12841024,999,999,999,11.78042086,14.56174923,999,15.526258,999,11.99559483,999,999,13.60383764,999,16.30832414,14.99206636,14.19362004,15.81888788,14.6881245,999,999,15.60501055,10.2824349,13.98298536,13.8333695,999,999,999,12.44777323
39,Y112G3,12.99502404,14.11641668,999,999,16.77550389,999,15.41145992,13.51967658,12.50562947,15.03877281,999,999,12.64840685,17.00665868,999,999,16.08503488,999,999,14.52166229,999,999,17.31889365,999,15.39574063,999,15.34389524,999,13.07643601,16.31836878,999,14.55856231,16.76974272,21.70535738,13.20573214,13.11329209,16.45597648,14.57246755,999,999,16.42011252,10.83371081,17.15845449,14.25098459,20.5078719,16.24440704,999,13.25595293
40,Y112G4,12.44863339,16.74047729,14.95730487,999,14.0732615,15.89667261,18.94115405,12.94948372,12.9764287,999,999,999,13.3369663,15.58413361,999,999,999,999,999,15.99777224,999,999,16.05620551,13.76131113,14.97454773,999,15.7178407,999,13.77778648,16.19575556,999,13.33381142,999,15.95331949,12.34852152,13.33631013,14.7223287,999,999,999,999,9.922195272,15.12241742,12.8559929,17.84155702,999,999,13.71424983
41,Y112G5,12.17226179,16.52279112,15.67173182,999,999,999,17.14372295,13.31809806,12.6193717,999,999,999,13.37547385,15.16206908,999,999,999,999,999,15.82270876,999,999,999,10.39129579,15.4803476,999,15.85885537,17.71489926,13.43653532,999,999,12.97850784,999,999,12.07244438,14.51150669,15.4784078,13.80184026,999,999,999,11.12399521,15.25525554,14.7813973,15.31074911,999,999,13.38681935
42,Ref Y1,10.3150827,9.829235182,12.42186227,14.82728771,14.8743053,14.10918214,12.83417318,10.46549038,9.432165276,18.02777641,13.36301738,14.09749345,11.68471292,12.48389324,14.68269228,17.48703041,17.55003989,15.06693196,16.79623883,12.49132314,999,13.0549802,14.99989145,9.630386749,12.37195494,18.55415665,11.62318799,15.19457604,11.53717601,16.05983304,15.07267368,10.93041224,13.65525121,16.31130478,11.17821975,9.610392268,13.47355729,12.42739046,15.81241323,16.38162653,999,6.854559976,12.0830304,10.39770203,13.42536906,12.22125931,18.79683265,11.02962152
43,NTC,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
44,Y112H2,12.96322669,15.30103022,16.12484675,999,999,14.27647939,16.88438697,13.44562506,13.41419801,16.36164536,999,999,12.33843816,999,999,999,999,999,999,14.88075709,999,999,18.28715482,12.7001848,13.91039244,999,999,999,13.81471261,16.6979336,15.24633154,12.43383378,999,16.29653679,13.45268308,14.53886514,14.8694857,14.40102971,999,999,15.26432321,11.62584554,14.16511553,13.06995174,16.041848,999,999,13.45231528
45,Y112H3,13.20931333,16.13698599,999,999,999,15.33578756,16.71336694,13.92086655,14.24997975,999,999,999,14.32721781,20.39159716,999,999,999,999,999,14.33667882,999,999,16.59950218,14.55606053,999,999,13.99507385,999,12.93683369,17.91411304,999,14.35762555,15.11658297,15.73489095,15.11753389,12.65041913,20.53225837,13.76104749,999,15.39643053,999,10.62357079,16.36517009,13.24509749,999,999,999,12.87053972
46,Y112H4,12.61955874,14.86137443,14.56473974,12.98727969,999,18.27281614,999,12.23162291,12.41902641,999,15.34474981,999,12.50259626,15.33243895,999,999,999,999,999,14.71645873,999,999,20.07769782,999,14.74905576,999,14.95883224,999,17.41960828,16.69755067,999,14.29046132,999,15.73722626,12.02319946,12.65270377,999,13.72547152,999,999,14.13763206,10.27409476,15.69501271,13.89669619,22.37642855,999,999,12.26196503
47,Y112H5,12.15871396,16.58906605,999,999,999,15.86322011,17.15282183,13.25707087,12.14276855,999,999,15.8596613,13.4088964,14.37684568,15.24974784,999,999,15.6922335,999,14.41354778,999,999,999,11.45274654,13.74526099,999,23.89328668,15.41543254,13.10801559,999,999,16.3905222,999,15.6612535,16.24656487,13.73034349,999,13.85175573,999,999,15.10752238,10.63499521,13.53361836,16.6012896,20.88341123,999,999,13.4343223
48,Ref Y2,10.96487527,10.97006405,13.58920236,15.90985002,15.78078656,14.42741256,13.45139044,11.5675235,10.13388708,18.23433136,14.08368607,15.66735055,12.55053632,12.9034283,15.54941581,17.99739323,18.56119809,15.78885979,17.25200954,13.35871384,999,14.76100281,15.72471603,10.1831386,13.00094013,19.35186504,12.29338148,15.7979776,11.53206261,16.72701091,15.79150264,11.68484471,14.3198298,17.05117272,11.77572966,10.30613309,14.25257071,13.04085742,16.51533125,16.92642203,999,7.545890202,13.08216878,11.09206337,14.12273396,12.88913015,19.41135508,11.68064624
